"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4532","test UG DEL TC07 positive cross browser sync","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Delete","",""
"","14559","test UG TBL TC12 positive dropdown functionality option","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","2638","test UG DEL TC01 positive cancel from action","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Delete","",""
"","9840","test UG TBL TC09 positive search by whitespace no trim","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","571","test UG EDT TC02 positive text fields validation","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Edit","",""
"","17302","test UG TBL TC07 resize columns minimum","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","4365","test UG EDT TC08 positive close panel","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Edit","",""
"","10890","test UG EDT TC12 negative network error","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Edit","",""
"","10955","test UG TBL TC10 positive column sorting","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","597","test UG ADD TC10 positive dropdown functionality","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","5865","test UG ADD TC06 positive success creation button outside table","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","8716","test UG EDT TC11 positive cross browser sync","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Edit","",""
"","2421","test UG VIW TC02 positive close panel","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Panel View","",""
"","6074","test UG TBL TC09 positive search by full word","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","591","test UG ADD TC02 positive text fields validation","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","1917","test UG TBL TC01 positive navigation","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","1905","test UG ADD TC13 positive number fields validation","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","5669","test UG EDT TC06 positive success single field","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Edit","",""
"","1726","test UG ADD TC11 negative network error","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","11497","test UG TBL TC05 positive table pagination with search","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","4240","test UG DEL TC03 positive delete after filled edit form","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Delete","",""
"","4803","test UG ADD TC06 positive success creation button outside table","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","4458","test UG DEL TC09 positive network error from action","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Delete","",""
"","5984","test UG TBL TC08 resize columns table overflow","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","7018","test UG EDT TC08 positive close panel","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Edit","",""
"","2241","test UG ADD TC11 negative network error","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","1954","test UG ADD TC13 positive number fields validation","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","2941","test UG VIW TC02 positive close panel","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Panel View","",""
"","8437","test UG TBL TC09 positive search by case insensitive","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","6755","test UG EDT TC06 positive success single field","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Edit","",""
"","4119","test UG TBL TC02 positive table data validation","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","6277","test UG DEL TC08 negative network error from edit panel","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Delete","",""
"","10788","test UG TBL TC09 positive search by whitespace no trim","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","642","test UG VIW TC01 positive default state","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Panel View","",""
"","10867","test UG TBL TC10 positive column sorting","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","16571","test UG DEL TC06 negative delete in use user group","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Delete","",""
"","672","test UG VIW TC01 positive default state","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Panel View","",""
"","10888","test UG TBL TC10 positive column sorting","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","844","test UG ADD TC03 negative required fields single","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","6335","test UG EDT TC06 positive success single field","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Edit","",""
"","3442","test UG DEL TC02 positive cancel from edit panel","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Delete","",""
"","2996","test UG DEL TC01 positive cancel from action","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Delete","",""
"","13070","test UG TBL TC11 positive column sorting with search","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","1269","test UG DEL TC10 negative delete failed","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Delete","",""
"","5782","test UG ADD TC08 positive save and create another","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","7201","test UG ADD TC06 positive success creation button inside table","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","6855","test UG EDT TC06 positive success single field","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Edit","",""
"","2763","test UG EDT TC13 negative update failed","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Edit","",""
"","90","test UG ADD TC03 negative required fields all","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","9666","test UG TBL TC09 positive search clearance","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","10842","test UG TBL TC10 positive column sorting","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","8323","test UG TBL TC09 positive search by partial match","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","1458","test UG ADD TC05 positive close panel","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","13033","test UG TBL TC11 positive column sorting with search","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","1133","test UG ADD TC05 positive close panel","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","2159","test UG VIW TC02 positive close panel","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Panel View","",""
"","6073","test UG TBL TC13 positive filter combine search","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","789","test UG ADD TC03 negative required fields multiple","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","6091","test UG EDT TC09 positive valid duplicate name","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Edit","",""
"","10950","test UG TBL TC10 positive column sorting","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","380","test UG ADD TC03 negative required fields single","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","31999","test UG TBL TC09 positive search by special characters","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","12964","test UG TBL TC11 positive column sorting with search","AQX","2026-05-08","passed","2026-05-08","","Accounts - User Groups - Table","",""
"","2370","test UG ADD TC12 positive cross page sync","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","816","test UG ADD TC03 negative required fields single","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
"","6520","test UG EDT TC06 positive success single field","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Edit","",""
"","8170","test UG EDT TC08 positive close panel","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Edit","",""
"","5600","test UG ADD TC04 negative duplicated name","AQX","2026-05-09","passed","2026-05-09","","Accounts - User Groups - Panel Add","",""
